filename,chip_id,satellite,split,month,size,cksum,s3path_us,s3path_eu,s3path_as,corresponding_agbm
01047f47_S1_05.tif,01047f47,S1,test,February,1049524,2439527717,s3://drivendata-competition-biomassters-public-us/test_features/01047f47_S1_05.tif,s3://drivendata-competition-biomassters-public-eu/test_features/01047f47_S1_05.tif,s3://drivendata-competition-biomassters-public-as/test_features/01047f47_S1_05.tif,01047f47_agbm.tif
01047f47_S1_06.tif,01047f47,S1,test,March,1049524,494281184,s3://drivendata-competition-biomassters-public-us/test_features/01047f47_S1_06.tif,s3://drivendata-competition-biomassters-public-eu/test_features/01047f47_S1_06.tif,s3://drivendata-competition-biomassters-public-as/test_features/01047f47_S1_06.tif,01047f47_agbm.tif
01047f47_S1_07.tif,01047f47,S1,test,April,1049524,909639813,s3://drivendata-competition-biomassters-public-us/test_features/01047f47_S1_07.tif,s3://drivendata-competition-biomassters-public-eu/test_features/01047f47_S1_07.tif,s3://drivendata-competition-biomassters-public-as/test_features/01047f47_S1_07.tif,01047f47_agbm.tif
01047f47_S1_08.tif,01047f47,S1,test,May,1049524,966664122,s3://drivendata-competition-biomassters-public-us/test_features/01047f47_S1_08.tif,s3://drivendata-competition-biomassters-public-eu/test_features/01047f47_S1_08.tif,s3://drivendata-competition-biomassters-public-as/test_features/01047f47_S1_08.tif,01047f47_agbm.tif
01047f47_S1_09.tif,01047f47,S1,test,June,1049524,3621700671,s3://drivendata-competition-biomassters-public-us/test_features/01047f47_S1_09.tif,s3://drivendata-competition-biomassters-public-eu/test_features/01047f47_S1_09.tif,s3://drivendata-competition-biomassters-public-as/test_features/01047f47_S1_09.tif,01047f47_agbm.tif
01047f47_S1_10.tif,01047f47,S1,test,July,1049524,3400934998,s3://drivendata-competition-biomassters-public-us/test_features/01047f47_S1_10.tif,s3://drivendata-competition-biomassters-public-eu/test_features/01047f47_S1_10.tif,s3://drivendata-competition-biomassters-public-as/test_features/01047f47_S1_10.tif,01047f47_agbm.tif
01047f47_S1_11.tif,01047f47,S1,test,August,1049524,3557666830,s3://drivendata-competition-biomassters-public-us/test_features/01047f47_S1_11.tif,s3://drivendata-competition-biomassters-public-eu/test_features/01047f47_S1_11.tif,s3://drivendata-competition-biomassters-public-as/test_features/01047f47_S1_11.tif,01047f47_agbm.tif
01047f47_S2_00.tif,01047f47,S2,test,September,1443550,870623984,s3://drivendata-competition-biomassters-public-us/test_features/01047f47_S2_00.tif,s3://drivendata-competition-biomassters-public-eu/test_features/01047f47_S2_00.tif,s3://drivendata-competition-biomassters-public-as/test_features/01047f47_S2_00.tif,01047f47_agbm.tif
01047f47_S2_01.tif,01047f47,S2,test,October,1443550,2804131463,s3://drivendata-competition-biomassters-public-us/test_features/01047f47_S2_01.tif,s3://drivendata-competition-biomassters-public-eu/test_features/01047f47_S2_01.tif,s3://drivendata-competition-biomassters-public-as/test_features/01047f47_S2_01.tif,01047f47_agbm.tif
01047f47_S2_05.tif,01047f47,S2,test,February,1443550,2645207792,s3://drivendata-competition-biomassters-public-us/test_features/01047f47_S2_05.tif,s3://drivendata-competition-biomassters-public-eu/test_features/01047f47_S2_05.tif,s3://drivendata-competition-biomassters-public-as/test_features/01047f47_S2_05.tif,01047f47_agbm.tif
01047f47_S2_06.tif,01047f47,S2,test,March,1443550,3156097652,s3://drivendata-competition-biomassters-public-us/test_features/01047f47_S2_06.tif,s3://drivendata-competition-biomassters-public-eu/test_features/01047f47_S2_06.tif,s3://drivendata-competition-biomassters-public-as/test_features/01047f47_S2_06.tif,01047f47_agbm.tif
01047f47_S2_07.tif,01047f47,S2,test,April,1443550,1034029284,s3://drivendata-competition-biomassters-public-us/test_features/01047f47_S2_07.tif,s3://drivendata-competition-biomassters-public-eu/test_features/01047f47_S2_07.tif,s3://drivendata-competition-biomassters-public-as/test_features/01047f47_S2_07.tif,01047f47_agbm.tif
01047f47_S2_08.tif,01047f47,S2,test,May,1443550,2426629759,s3://drivendata-competition-biomassters-public-us/test_features/01047f47_S2_08.tif,s3://drivendata-competition-biomassters-public-eu/test_features/01047f47_S2_08.tif,s3://drivendata-competition-biomassters-public-as/test_features/01047f47_S2_08.tif,01047f47_agbm.tif
01047f47_S2_09.tif,01047f47,S2,test,June,1443550,3013808315,s3://drivendata-competition-biomassters-public-us/test_features/01047f47_S2_09.tif,s3://drivendata-competition-biomassters-public-eu/test_features/01047f47_S2_09.tif,s3://drivendata-competition-biomassters-public-as/test_features/01047f47_S2_09.tif,01047f47_agbm.tif
01047f47_S2_10.tif,01047f47,S2,test,July,1443550,3450068676,s3://drivendata-competition-biomassters-public-us/test_features/01047f47_S2_10.tif,s3://drivendata-competition-biomassters-public-eu/test_features/01047f47_S2_10.tif,s3://drivendata-competition-biomassters-public-as/test_features/01047f47_S2_10.tif,01047f47_agbm.tif
01047f47_S2_11.tif,01047f47,S2,test,August,1443550,3583392266,s3://drivendata-competition-biomassters-public-us/test_features/01047f47_S2_11.tif,s3://drivendata-competition-biomassters-public-eu/test_features/01047f47_S2_11.tif,s3://drivendata-competition-biomassters-public-as/test_features/01047f47_S2_11.tif,01047f47_agbm.tif
